Time;Hour;0x00;QoS 1;BE 1;BE 2;BE 3;QoS 2
1;2020-06-28T18:42:01+02:00;0;0;0;0;0;0
2;2020-06-28T18:42:02+02:00;0;0;0;0;0;0
3;2020-06-28T18:42:03+02:00;0;0;0;0;0;0
4;2020-06-28T18:42:04+02:00;0;0;0;0;0;0
5;2020-06-28T18:42:05+02:00;0;0;0;0;0;0
6;2020-06-28T18:42:06+02:00;0;0;0;0;0;0
7;2020-06-28T18:42:07+02:00;0;0;0;0;0;0
8;2020-06-28T18:42:08+02:00;0;0;0;0;0;0
9;2020-06-28T18:42:09+02:00;0;0;0;0;0;0
10;2020-06-28T18:42:10+02:00;0;0;0;0;0;0
11;2020-06-28T18:42:11+02:00;0;0;0;0;0;0
12;2020-06-28T18:42:12+02:00;0;0;0;0;0;0
13;2020-06-28T18:42:13+02:00;0;0;0;0;0;0
14;2020-06-28T18:42:14+02:00;0;0;0;0;0;0
15;2020-06-28T18:42:15+02:00;0;0;0;0;0;0
16;2020-06-28T18:42:16+02:00;0;0;0;0;0;0
17;2020-06-28T18:42:17+02:00;0;0;0;0;0;0
18;2020-06-28T18:42:18+02:00;0;0;0;0;0;0
19;2020-06-28T18:42:19+02:00;0;0;0;0;0;0
20;2020-06-28T18:42:20+02:00;0;0;0;0;0;0
21;2020-06-28T18:42:21+02:00;0;0;0;0;0;0
22;2020-06-28T18:42:22+02:00;0;0;0;0;0;0
23;2020-06-28T18:42:23+02:00;0;0;0;0;0;0
24;2020-06-28T18:42:24+02:00;0;0;0;0;0;0
25;2020-06-28T18:42:25+02:00;0;0;0;0;0;0
26;2020-06-28T18:42:26+02:00;0.147;0;0;0;0;0
27;2020-06-28T18:42:27+02:00;0.134;0;0;0;0;0
28;2020-06-28T18:42:28+02:00;0.128;0;0;0;0;0
29;2020-06-28T18:42:29+02:00;0.141;0;0;0;0;0
30;2020-06-28T18:42:30+02:00;0.129;0;0;0;0;0
31;2020-06-28T18:42:31+02:00;0.131;0;0;0;0;0
32;2020-06-28T18:42:32+02:00;0.17;0;0;0;0;0
33;2020-06-28T18:42:33+02:00;0.133;0;0;0;0;0
34;2020-06-28T18:42:34+02:00;0.108;0;0;0;0;0
35;2020-06-28T18:42:35+02:00;0.102;0;0;0;0;0
36;2020-06-28T18:42:36+02:00;0.088;0;0;0;0;0
37;2020-06-28T18:42:37+02:00;0.081;0;0;0;0;0
38;2020-06-28T18:42:38+02:00;0.104;0;0;0;0;0
39;2020-06-28T18:42:39+02:00;0.099;0;0;0;0;0
40;2020-06-28T18:42:40+02:00;0.108;0;0;0;0;0
41;2020-06-28T18:42:41+02:00;0.079;0;0;0;0;0
42;2020-06-28T18:42:42+02:00;0.088;0;0.033;0;0;0
43;2020-06-28T18:42:43+02:00;0.052;0;0.025;0;0;0
44;2020-06-28T18:42:44+02:00;0.051;0;0.022;0;0;0
45;2020-06-28T18:42:45+02:00;0.098;0;0.028;0;0;0
46;2020-06-28T18:42:46+02:00;0.098;0;0.048;0;0;0
47;2020-06-28T18:42:47+02:00;0.027;0;0.022;0;0;0
48;2020-06-28T18:42:48+02:00;0.033;0;0.023;0;0;0
49;2020-06-28T18:42:49+02:00;0.026;0;0.022;0;0;0
50;2020-06-28T18:42:50+02:00;0.025;0;0.025;0;0;0
51;2020-06-28T18:42:51+02:00;0.036;0;0.022;0;0;0
52;2020-06-28T18:42:52+02:00;0.024;0;0.021;0;0;0
53;2020-06-28T18:42:53+02:00;0.027;0;0.023;0;0;0
54;2020-06-28T18:42:54+02:00;0.025;0;0.023;0;0;0
55;2020-06-28T18:42:55+02:00;0.025;0;0.025;0;0;0
56;2020-06-28T18:42:56+02:00;0.025;0;0.023;0;0;0
57;2020-06-28T18:42:57+02:00;0.025;0;0.022;0;0;0
58;2020-06-28T18:42:58+02:00;0.023;0;0.023;0;0;0
59;2020-06-28T18:42:59+02:00;0.024;0;0.023;0;0;0
60;2020-06-28T18:43:00+02:00;0.025;0;0.024;0;0;0
61;2020-06-28T18:43:01+02:00;0.025;0;0.022;0;0;0
62;2020-06-28T18:43:02+02:00;0.023;0;0.023;0;0;0
63;2020-06-28T18:43:03+02:00;0.053;0;0.023;0;0;0
64;2020-06-28T18:43:04+02:00;0.028;0;0.022;0;0;0
65;2020-06-28T18:43:05+02:00;0.027;0;0.04;0;0;0
66;2020-06-28T18:43:06+02:00;0.097;0;0.025;0;0;0
67;2020-06-28T18:43:07+02:00;0.116;0;0.022;0;0;0
68;2020-06-28T18:43:08+02:00;0.087;0;0.021;0;0;0
69;2020-06-28T18:43:09+02:00;0.097;0;0.023;0;0;0
70;2020-06-28T18:43:10+02:00;0.076;0;0.023;0;0;0
71;2020-06-28T18:43:11+02:00;0.107;0;0.023;0;0;0
72;2020-06-28T18:43:12+02:00;0.113;0;0.021;0;0;0
73;2020-06-28T18:43:13+02:00;0.126;0;0.024;0.026;0;0
74;2020-06-28T18:43:14+02:00;0.083;0;0.029;0.028;0;0
75;2020-06-28T18:43:15+02:00;0.131;0;0.025;0.025;0;0
76;2020-06-28T18:43:16+02:00;0.182;0;0.027;0.027;0;0
77;2020-06-28T18:43:17+02:00;0.073;0;0.027;0.026;0;0
78;2020-06-28T18:43:18+02:00;0.068;0;0.026;0.028;0;0
79;2020-06-28T18:43:19+02:00;0.08;0;0.027;0.027;0;0
80;2020-06-28T18:43:20+02:00;0.235;0;0.03;0.03;0;0
81;2020-06-28T18:43:21+02:00;0.075;0;0.025;0.027;0;0
82;2020-06-28T18:43:22+02:00;0.088;0;0.027;0.027;0;0
83;2020-06-28T18:43:23+02:00;0.115;0;0.025;0.027;0;0
84;2020-06-28T18:43:24+02:00;0.145;0;0.027;0.027;0;0
85;2020-06-28T18:43:25+02:00;0.05;0;0.056;0.046;0;0
86;2020-06-28T18:43:26+02:00;47.979;0;185.825;136.161;0;0
87;2020-06-28T18:43:27+02:00;0.063;0;0.03;0.029;0;0
88;2020-06-28T18:43:28+02:00;0.049;0;0.027;0.028;0;0
89;2020-06-28T18:43:29+02:00;0.05;0;0.03;0.028;0;0
90;2020-06-28T18:43:30+02:00;0.057;0;0.031;0.032;0;0
91;2020-06-28T18:43:31+02:00;0.044;0;0.028;0.026;0;0
92;2020-06-28T18:43:32+02:00;0.068;0;0.026;0.029;0;0
93;2020-06-28T18:43:33+02:00;57.362;0;200.14;204.593;0;0
94;2020-06-28T18:43:34+02:00;23.537;0;581.176;553.8;0;0
95;2020-06-28T18:43:35+02:00;69.395;0;908.566;868.747;0;0
96;2020-06-28T18:43:36+02:00;25.975;0;780.316;753.426;0;0
97;2020-06-28T18:43:37+02:00;10.728;0;128.926;68.174;0;0
98;2020-06-28T18:43:38+02:00;0.043;0;0.027;0.027;0;0
99;2020-06-28T18:43:39+02:00;0.026;0;0.027;0.027;0;0
100;2020-06-28T18:43:40+02:00;0.034;0;0.029;0.03;0;0
101;2020-06-28T18:43:41+02:00;0.067;0;0.028;0.028;0;0
102;2020-06-28T18:43:42+02:00;0.055;0;0.028;0.027;0;0
103;2020-06-28T18:43:43+02:00;0.04;0;0.028;0.03;0;0
104;2020-06-28T18:43:44+02:00;0.04;0;0.028;0.026;0;0
105;2020-06-28T18:43:45+02:00;0;0;0.04;0.043;0;0
106;2020-06-28T18:43:46+02:00;119.682;0;132.464;252.478;0;0
107;2020-06-28T18:43:47+02:00;0.289;0;2.231;24.697;0;0
108;2020-06-28T18:43:48+02:00;0.184;0;0.031;0.035;0;0
109;2020-06-28T18:43:49+02:00;0.453;0;0.029;0.03;0;0
110;2020-06-28T18:43:50+02:00;0.185;0;0.034;0.034;0;0
111;2020-06-28T18:43:51+02:00;0.231;0;0.029;0.029;0;0
112;2020-06-28T18:43:52+02:00;0.247;0;0.03;0.029;0;0
113;2020-06-28T18:43:53+02:00;0.143;0.031;0.028;0.029;0;0
114;2020-06-28T18:43:54+02:00;0.16;0.031;0.029;0.028;0;0
115;2020-06-28T18:43:55+02:00;0.154;0.037;0.034;0.039;0;0
116;2020-06-28T18:43:56+02:00;0.152;0.032;0.03;0.03;0;0
117;2020-06-28T18:43:57+02:00;12.55;9.934;11.147;16.322;23.71;0
118;2020-06-28T18:43:58+02:00;0.195;0.043;0.041;0.039;0.038;0
119;2020-06-28T18:43:59+02:00;0.169;0.04;0.039;0.042;0.038;0
120;2020-06-28T18:44:00+02:00;9.12;5.834;7.152;5.134;6.78;0
121;2020-06-28T18:44:01+02:00;4.766;1.927;2.122;2.765;1.45;0
122;2020-06-28T18:44:02+02:00;0.212;0.035;0.04;0.041;0.037;0
123;2020-06-28T18:44:03+02:00;0.121;0.041;0.04;0.042;0.041;0
124;2020-06-28T18:44:04+02:00;27.642;19.031;37.255;29.133;57.673;0
125;2020-06-28T18:44:05+02:00;0.134;0.414;0.69;0.592;0;0
126;2020-06-28T18:44:06+02:00;38.448;191.239;176.707;153.909;0;0
127;2020-06-28T18:44:07+02:00;0.079;2.534;22.123;23.279;0;0
128;2020-06-28T18:44:08+02:00;0.087;0.036;0.031;0.029;0;0
129;2020-06-28T18:44:09+02:00;0.161;0.032;0.034;0.033;0;0
130;2020-06-28T18:44:10+02:00;0.056;0.034;0.039;0.035;0;0
131;2020-06-28T18:44:11+02:00;0.09;0.037;0.033;0.036;0;0
132;2020-06-28T18:44:12+02:00;0.073;0.027;0.03;0.029;0;0
133;2020-06-28T18:44:13+02:00;0.077;0.024;0;0;0;0
134;2020-06-28T18:44:14+02:00;0.054;0.022;0;0;0;0
135;2020-06-28T18:44:15+02:00;0.054;0.021;0;0;0;0
136;2020-06-28T18:44:16+02:00;0.068;0.021;0;0;0;0
137;2020-06-28T18:44:17+02:00;0.066;0.021;0;0;0;0
138;2020-06-28T18:44:18+02:00;0.067;0.022;0;0;0;0
139;2020-06-28T18:44:19+02:00;0.054;0.024;0;0;0;0
140;2020-06-28T18:44:20+02:00;0.057;0.022;0;0;0;0
141;2020-06-28T18:44:21+02:00;0.068;0.022;0;0;0;0
142;2020-06-28T18:44:22+02:00;0.066;0.022;0;0;0;0
143;2020-06-28T18:44:23+02:00;0.072;0.021;0;0;0;0
144;2020-06-28T18:44:24+02:00;0.053;0.021;0;0;0;0
145;2020-06-28T18:44:25+02:00;0.054;0.028;0;0;0;0
146;2020-06-28T18:44:26+02:00;0.191;0.033;0;0;0;0
147;2020-06-28T18:44:27+02:00;0.144;0.021;0;0;0;0
148;2020-06-28T18:44:28+02:00;0.143;0.022;0;0;0;0
149;2020-06-28T18:44:29+02:00;0.166;0.022;0;0;0;0
150;2020-06-28T18:44:30+02:00;0.118;0.022;0;0;0;0
151;2020-06-28T18:44:31+02:00;0.128;0.023;0;0;0;0
152;2020-06-28T18:44:32+02:00;0.168;0.025;0;0;0;0
153;2020-06-28T18:44:33+02:00;0.131;0.027;0;0;0.033;0
154;2020-06-28T18:44:34+02:00;0.135;0.025;0;0;0.025;0
155;2020-06-28T18:44:35+02:00;0.149;0.026;0;0;0.024;0
156;2020-06-28T18:44:36+02:00;0.125;0.025;0;0;0.025;0
157;2020-06-28T18:44:37+02:00;0.143;0.025;0;0;0.026;0
158;2020-06-28T18:44:38+02:00;0.127;0.027;0;0;0.026;0
159;2020-06-28T18:44:39+02:00;0.156;0.026;0;0;0.027;0
160;2020-06-28T18:44:40+02:00;0.089;0.026;0;0;0.028;0
161;2020-06-28T18:44:41+02:00;0.123;0.028;0;0;0.025;0
162;2020-06-28T18:44:42+02:00;0.129;0.027;0;0;0.026;0
163;2020-06-28T18:44:43+02:00;5.986;4.879;67.977;114.537;49.965;0
164;2020-06-28T18:44:44+02:00;21.848;13.899;560.625;545.821;543.746;0
165;2020-06-28T18:44:45+02:00;33.912;15.949;781.118;780.582;780.907;0
166;2020-06-28T18:44:46+02:00;598.493;764.477;760.501;758.665;759.25;0
167;2020-06-28T18:44:47+02:00;12.998;823.257;179.54;178.75;209.672;0
168;2020-06-28T18:44:48+02:00;12.754;385.895;132.332;132.641;458.635;0
169;2020-06-28T18:44:49+02:00;16.048;16.959;852.125;852.811;1.712;0
170;2020-06-28T18:44:50+02:00;14.733;15.942;762.91;762.239;870.269;0
171;2020-06-28T18:44:51+02:00;29.978;17.541;920.796;921.499;932.684;0
172;2020-06-28T18:44:52+02:00;9.178;18.924;866.187;866.161;865.27;0
173;2020-06-28T18:44:53+02:00;16.94;19.197;914.776;915.699;915.3;0
174;2020-06-28T18:44:54+02:00;25.906;14.219;827.068;827.546;826.71;0
175;2020-06-28T18:44:55+02:00;5.148;18.807;876.586;876.984;877.852;0
176;2020-06-28T18:44:56+02:00;12.367;15.664;929.694;929.12;929.899;0
177;2020-06-28T18:44:57+02:00;20.543;24.622;944.203;943.547;943.421;0
178;2020-06-28T18:44:58+02:00;21.285;17.316;963.369;963.392;964.442;0
179;2020-06-28T18:44:59+02:00;17.797;14.777;868.64;869.422;868.547;0
180;2020-06-28T18:45:00+02:00;18.639;22.601;889.969;888.147;889.136;0
181;2020-06-28T18:45:01+02:00;19.824;25.03;32.855;32.328;30.84;0
182;2020-06-28T18:45:02+02:00;20.472;16.305;868.386;869.509;871.579;0
183;2020-06-28T18:45:03+02:00;15.143;38.699;41.511;41.911;42.562;0
184;2020-06-28T18:45:04+02:00;22.797;20.339;949.073;949.341;949.651;0
185;2020-06-28T18:45:05+02:00;7.244;14.365;901.404;900.201;900.984;0
186;2020-06-28T18:45:06+02:00;318.714;501.992;666.09;613.968;672.94;0
187;2020-06-28T18:45:07+02:00;18.571;123.945;305.698;241.008;0;0
188;2020-06-28T18:45:08+02:00;17.196;21.839;737.358;737.652;0;0
189;2020-06-28T18:45:09+02:00;11.086;15.173;575.728;576.228;0;0
190;2020-06-28T18:45:10+02:00;14.026;14.115;622.809;623.008;0;0
191;2020-06-28T18:45:11+02:00;14.77;17.51;682.552;683.086;0;0
192;2020-06-28T18:45:12+02:00;18.472;14.685;595.547;595.579;0;0
193;2020-06-28T18:45:13+02:00;13.267;13.234;533.038;532.415;0;0
194;2020-06-28T18:45:14+02:00;17.072;17.852;638.365;638.504;0;0
195;2020-06-28T18:45:15+02:00;6.929;13.927;648.529;647.913;0;0
196;2020-06-28T18:45:16+02:00;28.708;14.051;581.263;581.562;0;0
197;2020-06-28T18:45:17+02:00;11.271;15.165;620.514;620.335;0;0
198;2020-06-28T18:45:18+02:00;14.511;14.786;571.44;570.497;0;0
199;2020-06-28T18:45:19+02:00;19.148;15.972;632.718;633.214;0;0
200;2020-06-28T18:45:20+02:00;17.526;19.848;787.406;788.784;0;0
201;2020-06-28T18:45:21+02:00;17.867;17.439;681.345;681.041;0;0
202;2020-06-28T18:45:22+02:00;12.649;18.198;656.504;656.938;0;0
203;2020-06-28T18:45:23+02:00;8.895;16.485;693.05;693.301;0;0
204;2020-06-28T18:45:24+02:00;8.895;18.024;703.265;702.481;0;0
205;2020-06-28T18:45:25+02:00;0;26.021;823.322;823.171;0;0
206;2020-06-28T18:45:26+02:00;527.539;843.741;850.505;851.393;0;0
207;2020-06-28T18:45:27+02:00;53.752;896.566;213.267;290.684;0;0
208;2020-06-28T18:45:28+02:00;59.99;355.569;986.547;57.029;0;0
209;2020-06-28T18:45:29+02:00;208.478;272.31;206.94;206.587;0;0
210;2020-06-28T18:45:30+02:00;153.214;732.861;850.849;858.831;0;0
211;2020-06-28T18:45:31+02:00;315.434;88.796;586.717;591.705;0;0
212;2020-06-28T18:45:32+02:00;194.189;99.165;367.447;366.342;0;0
213;2020-06-28T18:45:33+02:00;359.284;62.659;890.789;887.45;0;0
214;2020-06-28T18:45:34+02:00;321.083;218.129;90.178;94.981;0;0
215;2020-06-28T18:45:35+02:00;370.659;569.629;751.391;760.939;0;0
216;2020-06-28T18:45:36+02:00;170.074;340.804;277.954;279.348;0;0
217;2020-06-28T18:45:37+02:00;56.755;242.895;905.832;907.22;0;0
218;2020-06-28T18:45:38+02:00;69.258;22.659;800.171;800.652;0;0
219;2020-06-28T18:45:39+02:00;52.589;15.445;654.918;654.826;0;0
220;2020-06-28T18:45:40+02:00;21.539;15.033;625.364;624.517;0;0
221;2020-06-28T18:45:41+02:00;7.82;13.819;599.308;599.882;0;0
222;2020-06-28T18:45:42+02:00;29.905;16.908;629.02;628.617;0;0
223;2020-06-28T18:45:43+02:00;8.943;16.297;580.236;580.603;0;0
224;2020-06-28T18:45:44+02:00;9.844;15.056;642.286;641.914;0;0
225;2020-06-28T18:45:45+02:00;9.368;20.183;689.062;686.995;270.028;0
226;2020-06-28T18:45:46+02:00;511.95;707.858;792.266;790.312;413.582;0
227;2020-06-28T18:45:47+02:00;18.188;607.905;960.273;989.161;23.593;0
228;2020-06-28T18:45:48+02:00;20.043;47.246;944.49;945.808;133.832;0
229;2020-06-28T18:45:49+02:00;15.4;19.761;945.88;945.729;76.255;0
230;2020-06-28T18:45:50+02:00;12.917;20.534;937.637;936.732;955.648;0
231;2020-06-28T18:45:51+02:00;18.92;24.081;54.717;54.993;54.419;0
232;2020-06-28T18:45:52+02:00;22.602;16.25;950.175;951.161;950.895;0
233;2020-06-28T18:45:53+02:00;6.245;20.337;926.886;926.345;926.652;0
234;2020-06-28T18:45:54+02:00;12.678;14.563;911.171;911.361;910.812;0
235;2020-06-28T18:45:55+02:00;24.044;15.961;860.815;860.507;861.391;0
236;2020-06-28T18:45:56+02:00;29.89;22.193;930.226;929.984;931.449;0
237;2020-06-28T18:45:57+02:00;18.017;24.093;68.302;69.435;67.546;0
238;2020-06-28T18:45:58+02:00;23.524;20.338;103.996;101.786;102.971;0
239;2020-06-28T18:45:59+02:00;17.874;21.036;87.82;86.996;85.767;0
240;2020-06-28T18:46:00+02:00;28.287;20.588;100.557;101.29;101.113;0
241;2020-06-28T18:46:01+02:00;27.593;20.585;110.24;110.567;110.154;0
242;2020-06-28T18:46:02+02:00;34.779;19.641;20.833;22.029;20.963;0
243;2020-06-28T18:46:03+02:00;22.511;25.164;80.605;79.907;80.181;0
244;2020-06-28T18:46:04+02:00;28.724;25.182;117.172;115.322;116.359;0
245;2020-06-28T18:46:05+02:00;27.41;23.439;99.214;99.93;101.584;0
246;2020-06-28T18:46:06+02:00;594.413;797.691;67.202;67.721;69.5;0
247;2020-06-28T18:46:07+02:00;52.823;40.642;378.618;390.777;376.549;0
248;2020-06-28T18:46:08+02:00;12.901;532.315;50.761;61.535;0;0
249;2020-06-28T18:46:09+02:00;21.39;15.76;664.883;664.877;0;0
250;2020-06-28T18:46:10+02:00;31.297;17.915;708.969;708.333;0;0
251;2020-06-28T18:46:11+02:00;6.326;16.783;751.922;750.928;0;0
252;2020-06-28T18:46:12+02:00;9.518;16.477;677.242;677.665;0;0
253;2020-06-28T18:46:13+02:00;15.248;13.609;599.456;599.243;0;0
254;2020-06-28T18:46:14+02:00;17.596;17.669;662.359;661.996;0;0
255;2020-06-28T18:46:15+02:00;18.072;16.379;631.566;631.607;0;0
256;2020-06-28T18:46:16+02:00;17.743;15.884;613.456;613.194;0;0
257;2020-06-28T18:46:17+02:00;17.783;20.771;641.236;640.321;0;0
258;2020-06-28T18:46:18+02:00;36.948;32.801;940.383;939.8;0;0
259;2020-06-28T18:46:19+02:00;18.05;21.497;998.884;998.306;0;0
260;2020-06-28T18:46:20+02:00;10.332;61.763;132.239;132.129;0;0
261;2020-06-28T18:46:21+02:00;15.615;48.219;319.322;319.735;0;0
262;2020-06-28T18:46:22+02:00;44.009;23.485;14.916;14.823;0;0
263;2020-06-28T18:46:23+02:00;39.352;26.449;53.84;54.836;0;0
264;2020-06-28T18:46:24+02:00;20.822;23.792;107.323;107.654;0;0
265;2020-06-28T18:46:25+02:00;19.996;27.438;984.253;983.175;0;0
266;2020-06-28T18:46:26+02:00;310.626;770.151;882.42;883.869;0;0
267;2020-06-28T18:46:27+02:00;24.657;737.815;312.235;293.401;0;0
268;2020-06-28T18:46:28+02:00;57.753;247.876;821.543;800.387;0;0
269;2020-06-28T18:46:29+02:00;32.422;387.533;783.528;788.806;0;0
270;2020-06-28T18:46:30+02:00;100.897;719.682;330.209;332.06;0;0
271;2020-06-28T18:46:31+02:00;85.668;39.999;807.088;801.853;0;0
272;2020-06-28T18:46:32+02:00;48.385;390.612;937.342;935.706;0;0
273;2020-06-28T18:46:33+02:00;158.486;638.827;628.61;628.141;0;0
274;2020-06-28T18:46:34+02:00;46.521;31.531;591.996;583.917;0;0
275;2020-06-28T18:46:35+02:00;66.172;440.081;942.064;944.214;0;0
276;2020-06-28T18:46:36+02:00;26.272;244.459;584.811;575.768;0;0
277;2020-06-28T18:46:37+02:00;51.438;822.414;88.613;89.077;0;0
278;2020-06-28T18:46:38+02:00;24.617;164.187;99.259;101.654;0;0
279;2020-06-28T18:46:39+02:00;19.639;25.24;903.589;904.824;0;0
280;2020-06-28T18:46:40+02:00;23.988;28.357;52.813;51.745;0;0
281;2020-06-28T18:46:41+02:00;45.575;37.091;101.346;100.687;0;0
282;2020-06-28T18:46:42+02:00;23.2;48.965;141.53;142.322;0;0
283;2020-06-28T18:46:43+02:00;26.983;25.378;992.306;991.711;0;0
284;2020-06-28T18:46:44+02:00;40.483;28.472;27.198;26.285;0;0
285;2020-06-28T18:46:45+02:00;47.119;35.679;23.137;24.139;0;0
286;2020-06-28T18:46:46+02:00;470.274;786.074;994.719;996.101;0;0
287;2020-06-28T18:46:47+02:00;32.333;679.096;314.442;290.539;0;0
288;2020-06-28T18:46:48+02:00;30.67;147.319;361.791;358.855;0;0
289;2020-06-28T18:46:49+02:00;28.701;29.963;111.827;113.39;0;0
290;2020-06-28T18:46:50+02:00;48.726;42.625;34.961;32.918;0;0
291;2020-06-28T18:46:51+02:00;43.986;29.637;231.858;233.461;0;0
292;2020-06-28T18:46:52+02:00;21.868;30.999;230.558;231.186;0;0
293;2020-06-28T18:46:53+02:00;29.842;21.477;6.767;6.662;0;0
294;2020-06-28T18:46:54+02:00;15.344;34.538;902.339;902.953;0;0
295;2020-06-28T18:46:55+02:00;26.796;31.742;175.399;173.733;0;0
296;2020-06-28T18:46:56+02:00;28.657;25.855;24.542;23.737;0;0
297;2020-06-28T18:46:57+02:00;22.523;21.63;954.141;954.969;0;0
298;2020-06-28T18:46:58+02:00;18.456;16.188;738.394;737.285;0;0
299;2020-06-28T18:46:59+02:00;18.542;18.53;742.205;743.055;0;0
300;2020-06-28T18:47:00+02:00;27.555;22.235;768.546;768.767;0;0
301;2020-06-28T18:47:01+02:00;17.189;27.442;925.759;925.884;0;0